date,channelGrouping,sessions
2016-02-25,Organic Search,174
2016-02-25,Paid Search,53
2016-02-25,Referral,13
2016-02-25,Social,55
2016-02-26,(Other),130
2016-02-26,Direct,40
2016-02-26,Display,22
2016-02-26,Organic Search,133
2016-02-26,Paid Search,49
2016-02-26,Referral,14
2016-02-26,Social,21
2016-02-27,(Other),41
2016-02-27,Direct,53
2016-02-27,Display,4
2016-02-27,Email,1
2016-02-27,Organic Search,71
2016-02-27,Paid Search,33
2016-02-27,Referral,10
2016-02-27,Social,15
2016-02-28,(Other),33
2016-02-28,Direct,26
2016-02-28,Display,13
2016-02-28,Organic Search,62
2016-02-28,Paid Search,31
2016-02-28,Referral,6
2016-02-28,Social,8
2016-02-29,(Other),126
2016-02-29,Direct,63
2016-02-29,Display,15
2016-02-29,Organic Search,161
2016-02-29,Paid Search,59
2016-02-29,Referral,16
2016-02-29,Social,24
2016-03-01,(Other),47
2016-03-01,Direct,57
2016-03-01,Display,17
2016-03-01,Email,1
2016-03-01,Organic Search,144
2016-03-01,Paid Search,49
2016-03-01,Referral,12
2016-03-01,Social,68
2016-03-02,(Other),58
2016-03-02,Direct,62
2016-03-02,Display,12
2016-03-02,Organic Search,165
2016-03-02,Paid Search,45
2016-03-02,Referral,17
2016-03-02,Social,40
2016-03-03,(Other),49
2016-03-03,Direct,60
2016-03-03,Display,17
2016-03-03,Organic Search,159
2016-03-03,Paid Search,56
2016-03-03,Referral,21
2016-03-03,Social,34
2016-03-04,(Other),52
2016-03-04,Direct,43
2016-03-04,Display,16
2016-03-04,Organic Search,154
2016-03-04,Paid Search,56
2016-03-04,Referral,23
2016-03-04,Social,14
2016-03-05,(Other),23
2016-03-05,Direct,32
2016-03-05,Display,17
2016-03-05,Organic Search,71
2016-03-05,Paid Search,39
2016-03-05,Referral,9
2016-03-05,Social,20
2016-03-06,(Other),26
2016-03-06,Direct,22
2016-03-06,Display,9
2016-03-06,Organic Search,60
2016-03-06,Paid Search,36
2016-03-06,Referral,13
2016-03-06,Social,11
2016-03-07,(Other),64
2016-03-07,Direct,160
2016-03-07,Display,11
2016-03-07,Organic Search,184
2016-03-07,Paid Search,72
2016-03-07,Referral,15
2016-03-07,Social,13
2016-03-08,(Other),50
2016-03-08,Direct,121
2016-03-08,Display,18
2016-03-08,Email,1
2016-03-08,Organic Search,184
2016-03-08,Paid Search,62
2016-03-08,Referral,18
2016-03-08,Social,52
2016-03-09,(Other),48
2016-03-09,Direct,62
2016-03-09,Display,16
2016-03-09,Organic Search,178
2016-03-09,Paid Search,57
2016-03-09,Referral,15
2016-03-09,Social,25
2016-03-10,(Other),44
2016-03-10,Direct,66
2016-03-10,Display,20
2016-03-10,Organic Search,185
2016-03-10,Paid Search,65
2016-03-10,Referral,20
2016-03-10,Social,69
2016-03-11,(Other),37
2016-03-11,Direct,64
2016-03-11,Display,17
2016-03-11,Organic Search,147
2016-03-11,Paid Search,41
2016-03-11,Referral,14
2016-03-11,Social,18
2016-03-12,(Other),17
2016-03-12,Direct,30
2016-03-12,Display,13
2016-03-12,Organic Search,77
2016-03-12,Paid Search,24
2016-03-12,Referral,9
2016-03-12,Social,13
2016-03-13,(Other),22
2016-03-13,Direct,29
2016-03-13,Display,10
2016-03-13,Organic Search,80
2016-03-13,Paid Search,29
2016-03-13,Referral,9
2016-03-13,Social,9
2016-03-14,(Other),38
2016-03-14,Direct,41
2016-03-14,Display,11
2016-03-14,Organic Search,171
2016-03-14,Paid Search,75
2016-03-14,Referral,14
2016-03-14,Social,23
2016-03-15,(Other),52
2016-03-15,Direct,101
2016-03-15,Display,20
2016-03-15,Organic Search,173
2016-03-15,Paid Search,73
2016-03-15,Referral,15
2016-03-15,Social,77
2016-03-16,(Other),54
2016-03-16,Direct,59
2016-03-16,Display,23
2016-03-16,Organic Search,162
2016-03-16,Paid Search,60
2016-03-16,Referral,11
2016-03-16,Social,54
2016-03-17,(Other),51
2016-03-17,Direct,65
2016-03-17,Display,12
2016-03-17,Organic Search,148
2016-03-17,Paid Search,58
2016-03-17,Referral,14
2016-03-17,Social,53
2016-03-18,(Other),37
2016-03-18,Direct,37
2016-03-18,Display,15
2016-03-18,Organic Search,129
2016-03-18,Paid Search,57
2016-03-18,Referral,5
2016-03-18,Social,34
2016-03-19,(Other),20
2016-03-19,Direct,36
2016-03-19,Display,1
2016-03-19,Organic Search,61
2016-03-19,Paid Search,27
2016-03-19,Referral,4
2016-03-19,Social,16
2016-03-20,(Other),24
2016-03-20,Direct,27
2016-03-20,Display,5
2016-03-20,Organic Search,59
2016-03-20,Paid Search,28
2016-03-20,Referral,3
2016-03-20,Social,14
2016-03-21,(Other),29
2016-03-21,Direct,45
2016-03-21,Display,19
2016-03-21,Organic Search,133
2016-03-21,Paid Search,51
2016-03-21,Referral,9
2016-03-21,Social,21
2016-03-22,(Other),51
2016-03-22,Direct,48
2016-03-22,Display,7
2016-03-22,Organic Search,103
2016-03-22,Paid Search,59
2016-03-22,Referral,12
2016-03-22,Social,8
2016-03-23,(Other),35
2016-03-23,Direct,30
2016-03-23,Display,9
2016-03-23,Organic Search,93
2016-03-23,Paid Search,42
2016-03-23,Referral,6
2016-03-23,Social,8
2016-03-24,(Other),32
2016-03-24,Direct,12
2016-03-24,Display,3
2016-03-24,Organic Search,41
2016-03-24,Paid Search,41
2016-03-24,Referral,8
2016-03-24,Social,1
2016-03-25,(Other),11
2016-03-25,Direct,16
2016-03-25,Display,1
2016-03-25,Organic Search,31
2016-03-25,Paid Search,29
2016-03-25,Referral,5
2016-03-25,Social,7
2016-03-26,(Other),16
2016-03-26,Direct,15
2016-03-26,Display,3
2016-03-26,Organic Search,31
2016-03-26,Paid Search,24
2016-03-26,Referral,5
2016-03-26,Social,2
2016-03-27,(Other),24
2016-03-27,Direct,31
2016-03-27,Display,3
2016-03-27,Organic Search,33
2016-03-27,Paid Search,39
2016-03-27,Referral,8
2016-03-27,Social,4
2016-03-28,(Other),62
2016-03-28,Direct,51
2016-03-28,Display,10
2016-03-28,Organic Search,118
2016-03-28,Paid Search,61
2016-03-28,Referral,16
2016-03-28,Social,21
2016-03-29,(Other),56
2016-03-29,Direct,42
2016-03-29,Display,12
2016-03-29,Organic Search,155
2016-03-29,Paid Search,67
2016-03-29,Referral,12
2016-03-29,Social,29
2016-03-30,(Other),47
2016-03-30,Direct,64
2016-03-30,Display,10
2016-03-30,Organic Search,173
2016-03-30,Paid Search,60
2016-03-30,Referral,15
2016-03-30,Social,30
2016-03-31,(Other),55
2016-03-31,Direct,35
2016-03-31,Display,7
2016-03-31,Organic Search,139
2016-03-31,Paid Search,82
2016-03-31,Referral,18
2016-03-31,Social,23
2016-04-01,(Other),32
2016-04-01,Direct,45
2016-04-01,Display,13
2016-04-01,Organic Search,141
2016-04-01,Paid Search,52
2016-04-01,Referral,9
2016-04-01,Social,16
2016-04-02,(Other),16
2016-04-02,Direct,54
2016-04-02,Display,3
2016-04-02,Organic Search,66
2016-04-02,Paid Search,35
2016-04-02,Referral,7
2016-04-02,Social,4
2016-04-03,(Other),4
2016-04-03,Direct,36
2016-04-03,Display,8
2016-04-03,Organic Search,80
2016-04-03,Paid Search,31
2016-04-03,Referral,9
2016-04-03,Social,5
2016-04-04,(Other),41
2016-04-04,Direct,35
2016-04-04,Display,8
2016-04-04,Organic Search,159
2016-04-04,Paid Search,54
2016-04-04,Referral,21
2016-04-04,Social,14
2016-04-05,(Other),28
2016-04-05,Direct,46
2016-04-05,Display,7
2016-04-05,Organic Search,143
2016-04-05,Paid Search,49
2016-04-05,Referral,15
2016-04-05,Social,19
2016-04-06,(Other),23
2016-04-06,Direct,48
2016-04-06,Display,7
2016-04-06,Organic Search,153
2016-04-06,Paid Search,63
2016-04-06,Referral,21
2016-04-06,Social,26
2016-04-07,(Other),36
2016-04-07,Direct,45
2016-04-07,Display,8
2016-04-07,Organic Search,153
2016-04-07,Paid Search,32
2016-04-07,Referral,17
2016-04-07,Social,10
2016-04-08,(Other),45
2016-04-08,Direct,35
2016-04-08,Display,6
2016-04-08,Organic Search,133
2016-04-08,Paid Search,37
2016-04-08,Referral,15
2016-04-08,Social,16
2016-04-09,(Other),17
2016-04-09,Direct,42
2016-04-09,Display,3
2016-04-09,Organic Search,55
2016-04-09,Paid Search,24
2016-04-09,Referral,5
2016-04-09,Social,5
2016-04-10,(Other),15
2016-04-10,Direct,28
2016-04-10,Display,4
2016-04-10,Organic Search,82
2016-04-10,Paid Search,30
2016-04-10,Referral,5
2016-04-10,Social,2
2016-04-11,(Other),36
2016-04-11,Direct,52
2016-04-11,Display,6
2016-04-11,Organic Search,151
2016-04-11,Paid Search,65
2016-04-11,Referral,19
2016-04-11,Social,14
2016-04-12,(Other),23
2016-04-12,Direct,64
2016-04-12,Display,2
2016-04-12,Organic Search,134
2016-04-12,Paid Search,51
2016-04-12,Referral,19
2016-04-12,Social,33
2016-04-13,(Other),19
2016-04-13,Direct,61
2016-04-13,Display,6
2016-04-13,Organic Search,146
2016-04-13,Paid Search,35
2016-04-13,Referral,18
2016-04-13,Social,27
2016-04-14,(Other),26
2016-04-14,Direct,46
2016-04-14,Display,6
2016-04-14,Organic Search,138
2016-04-14,Paid Search,14
2016-04-14,Referral,15
2016-04-14,Social,27
2016-04-15,(Other),25
2016-04-15,Direct,43
2016-04-15,Display,5
2016-04-15,Organic Search,137
2016-04-15,Paid Search,18
2016-04-15,Referral,11
2016-04-15,Social,14
2016-04-16,(Other),10
2016-04-16,Direct,22
2016-04-16,Display,3
2016-04-16,Organic Search,76
2016-04-16,Paid Search,10
2016-04-16,Referral,6
2016-04-16,Social,11
2016-04-17,(Other),7
2016-04-17,Direct,21
2016-04-17,Display,2
2016-04-17,Organic Search,71
2016-04-17,Paid Search,16
2016-04-17,Referral,6
2016-04-17,Social,4
2016-04-18,(Other),35
2016-04-18,Direct,47
2016-04-18,Display,6
2016-04-18,Organic Search,166
2016-04-18,Paid Search,16
2016-04-18,Referral,11
2016-04-18,Social,9
2016-04-19,(Other),29
2016-04-19,Direct,44
2016-04-19,Display,3
2016-04-19,Organic Search,162
2016-04-19,Paid Search,32
2016-04-19,Referral,11
2016-04-19,Social,18
2016-04-20,(Other),27
2016-04-20,Direct,43
2016-04-20,Display,8
2016-04-20,Organic Search,165
2016-04-20,Paid Search,16
2016-04-20,Referral,25
2016-04-20,Social,41
2016-04-21,(Other),17
2016-04-21,Direct,45
2016-04-21,Display,9
2016-04-21,Organic Search,145
2016-04-21,Paid Search,17
2016-04-21,Referral,9
2016-04-21,Social,10
2016-04-22,(Other),11
2016-04-22,Direct,38
2016-04-22,Display,4
2016-04-22,Organic Search,148
2016-04-22,Paid Search,6
2016-04-22,Referral,14
2016-04-22,Social,12
2016-04-23,(Other),8
2016-04-23,Direct,20
2016-04-23,Display,2
2016-04-23,Organic Search,71
2016-04-23,Paid Search,1
2016-04-23,Referral,11
2016-04-23,Social,11
2016-04-24,(Other),7
2016-04-24,Direct,18
2016-04-24,Organic Search,66
2016-04-24,Paid Search,7
2016-04-24,Referral,6
2016-04-24,Social,6
2016-04-25,(Other),16
2016-04-25,Direct,45
2016-04-25,Display,7
2016-04-25,Organic Search,136
2016-04-25,Paid Search,6
2016-04-25,Referral,18
2016-04-25,Social,20
2016-04-26,(Other),23
2016-04-26,Direct,49
2016-04-26,Display,7
2016-04-26,Organic Search,163
2016-04-26,Paid Search,5
2016-04-26,Referral,17
2016-04-26,Social,11
2016-04-27,(Other),26
2016-04-27,Direct,46
2016-04-27,Display,3
2016-04-27,Organic Search,144
2016-04-27,Paid Search,9
2016-04-27,Referral,12
2016-04-27,Social,20
2016-04-28,(Other),24
2016-04-28,Direct,41
2016-04-28,Display,2
2016-04-28,Organic Search,147
2016-04-28,Paid Search,16
2016-04-28,Referral,17
2016-04-28,Social,6
2016-04-29,(Other),14
2016-04-29,Direct,35
2016-04-29,Display,3
2016-04-29,Organic Search,134
2016-04-29,Paid Search,9
2016-04-29,Referral,13
2016-04-29,Social,6
2016-04-30,(Other),5
2016-04-30,Direct,9
2016-04-30,Display,2
2016-04-30,Organic Search,23
2016-04-30,Paid Search,1
2016-04-30,Referral,4
2016-04-30,Social,1
2016-05-01,(Other),4
2016-05-01,Direct,26
2016-05-01,Display,1
2016-05-01,Organic Search,46
2016-05-01,Paid Search,3
2016-05-01,Referral,3
2016-05-02,(Other),12
2016-05-02,Direct,26
2016-05-02,Display,1
2016-05-02,Organic Search,86
2016-05-02,Paid Search,7
2016-05-02,Referral,9
2016-05-02,Social,1
2016-05-03,(Other),18
2016-05-03,Direct,45
2016-05-03,Display,3
2016-05-03,Email,2
2016-05-03,Organic Search,141
2016-05-03,Paid Search,15
2016-05-03,Referral,9
2016-05-03,Social,17
2016-05-04,(Other),24
2016-05-04,Direct,27
2016-05-04,Display,2
2016-05-04,Organic Search,162
2016-05-04,Paid Search,18
2016-05-04,Referral,12
2016-05-04,Social,56
2016-05-05,(Other),23
2016-05-05,Direct,46
2016-05-05,Display,6
2016-05-05,Organic Search,168
2016-05-05,Paid Search,7
2016-05-05,Referral,7
2016-05-05,Social,30
2016-05-06,(Other),14
2016-05-06,Direct,61
2016-05-06,Display,4
2016-05-06,Organic Search,180
2016-05-06,Paid Search,5
2016-05-06,Referral,11
2016-05-06,Social,21
2016-05-07,(Other),11
2016-05-07,Direct,33
2016-05-07,Display,3
2016-05-07,Organic Search,83
2016-05-07,Paid Search,5
2016-05-07,Referral,22
2016-05-07,Social,12
2016-05-08,(Other),8
2016-05-08,Direct,32
2016-05-08,Display,2
2016-05-08,Organic Search,73
2016-05-08,Paid Search,4
2016-05-08,Referral,6
2016-05-08,Social,7
2016-05-09,(Other),9
2016-05-09,Direct,67
2016-05-09,Display,3
2016-05-09,Organic Search,158
2016-05-09,Paid Search,5
2016-05-09,Referral,22
2016-05-09,Social,12
2016-05-10,(Other),16
2016-05-10,Direct,80
2016-05-10,Display,4
2016-05-10,Email,1
2016-05-10,Organic Search,181
2016-05-10,Paid Search,9
2016-05-10,Referral,15
2016-05-10,Social,123
2016-05-11,(Other),19
2016-05-11,Direct,75
2016-05-11,Display,2
2016-05-11,Organic Search,155
2016-05-11,Paid Search,9
2016-05-11,Referral,13
2016-05-11,Social,107
2016-05-12,(Other),22
2016-05-12,Direct,83
2016-05-12,Display,4
2016-05-12,Organic Search,125
2016-05-12,Paid Search,13
2016-05-12,Referral,14
2016-05-12,Social,87
2016-05-13,(Other),14
2016-05-13,Direct,51
2016-05-13,Display,2
2016-05-13,Organic Search,124
2016-05-13,Paid Search,12
2016-05-13,Referral,18
2016-05-13,Social,29
2016-05-14,(Other),7
2016-05-14,Direct,29
2016-05-14,Organic Search,52
2016-05-14,Paid Search,7
2016-05-14,Referral,9
2016-05-14,Social,12
2016-05-15,(Other),8
2016-05-15,Direct,30
2016-05-15,Organic Search,55
2016-05-15,Paid Search,5
2016-05-15,Referral,5
2016-05-15,Social,9
2016-05-16,(Other),14
2016-05-16,Direct,146
2016-05-16,Display,1
2016-05-16,Organic Search,83
2016-05-16,Paid Search,2
2016-05-16,Referral,19
2016-05-16,Social,7
2016-05-17,(Other),14
2016-05-17,Direct,82
2016-05-17,Display,5
2016-05-17,Organic Search,176
2016-05-17,Paid Search,10
2016-05-17,Referral,35
2016-05-17,Social,36
2016-05-18,(Other),14
2016-05-18,Direct,59
2016-05-18,Display,1
2016-05-18,Organic Search,137
2016-05-18,Paid Search,37
2016-05-18,Referral,29
2016-05-18,Social,19
2016-05-19,(Other),16
2016-05-19,Direct,60
2016-05-19,Display,4
2016-05-19,Organic Search,151
2016-05-19,Paid Search,45
2016-05-19,Referral,21
2016-05-19,Social,19
2016-05-20,(Other),14
2016-05-20,Direct,40
2016-05-20,Display,2
2016-05-20,Organic Search,141
2016-05-20,Paid Search,35
2016-05-20,Referral,7
2016-05-20,Social,10
2016-05-21,(Other),11
2016-05-21,Direct,35
2016-05-21,Display,3
2016-05-21,Organic Search,63
2016-05-21,Paid Search,24
2016-05-21,Referral,5
2016-05-21,Social,5
2016-05-22,(Other),7
2016-05-22,Direct,22
2016-05-22,Display,4
2016-05-22,Organic Search,69
2016-05-22,Paid Search,28
2016-05-22,Referral,4
2016-05-22,Social,10
2016-05-23,(Other),13
2016-05-23,Direct,57
2016-05-23,Display,7
2016-05-23,Organic Search,163
2016-05-23,Paid Search,39
2016-05-23,Referral,3
2016-05-23,Social,6
2016-05-24,(Other),31
2016-05-24,Direct,72
2016-05-24,Display,9
2016-05-24,Organic Search,136
2016-05-24,Paid Search,38
2016-05-24,Referral,15
2016-05-24,Social,69
2016-05-25,(Other),34
2016-05-25,Direct,45
2016-05-25,Display,10
2016-05-25,Organic Search,132
2016-05-25,Paid Search,35
2016-05-25,Referral,20
2016-05-25,Social,21
2016-05-26,(Other),29
2016-05-26,Direct,66
2016-05-26,Display,4
2016-05-26,Organic Search,138
2016-05-26,Paid Search,34
2016-05-26,Referral,19
2016-05-26,Social,38
2016-05-27,(Other),16
2016-05-27,Direct,51
2016-05-27,Display,2
2016-05-27,Organic Search,105
2016-05-27,Paid Search,25
2016-05-27,Referral,9
2016-05-27,Social,12
2016-05-28,(Other),12
2016-05-28,Direct,15
2016-05-28,Display,2
2016-05-28,Organic Search,59
2016-05-28,Paid Search,27
2016-05-28,Referral,5
2016-05-28,Social,7
2016-05-29,(Other),10
2016-05-29,Direct,18
2016-05-29,Display,1
2016-05-29,Organic Search,64
2016-05-29,Paid Search,30
2016-05-29,Referral,5
2016-05-29,Social,6
2016-05-30,(Other),10
2016-05-30,Direct,44
2016-05-30,Display,8
2016-05-30,Organic Search,149
2016-05-30,Paid Search,29
2016-05-30,Referral,13
2016-05-30,Social,9
2016-05-31,(Other),24
2016-05-31,Direct,43
2016-05-31,Display,8
2016-05-31,Email,1
2016-05-31,Organic Search,164
2016-05-31,Paid Search,28
2016-05-31,Referral,12
2016-05-31,Social,91
2016-06-01,(Other),16
2016-06-01,Direct,54
2016-06-01,Display,4
2016-06-01,Organic Search,154
2016-06-01,Paid Search,39
2016-06-01,Referral,10
2016-06-01,Social,52
2016-06-02,(Other),20
2016-06-02,Direct,51
2016-06-02,Organic Search,152
2016-06-02,Paid Search,38
2016-06-02,Referral,9
2016-06-02,Social,138
2016-06-03,(Other),23
2016-06-03,Direct,38
2016-06-03,Display,4
2016-06-03,Organic Search,122
2016-06-03,Paid Search,33
2016-06-03,Referral,11
2016-06-03,Social,47
2016-06-04,(Other),6
2016-06-04,Direct,11
2016-06-04,Display,1
2016-06-04,Organic Search,43
2016-06-04,Paid Search,27
2016-06-04,Referral,5
2016-06-04,Social,19
2016-06-05,(Other),8
2016-06-05,Direct,13
2016-06-05,Organic Search,53
2016-06-05,Paid Search,37
2016-06-05,Referral,6
2016-06-05,Social,5
2016-06-06,(Other),19
2016-06-06,Direct,78
2016-06-06,Display,6
2016-06-06,Organic Search,143
2016-06-06,Paid Search,56
2016-06-06,Referral,12
2016-06-06,Social,30
2016-06-07,(Other),17
2016-06-07,Direct,52
2016-06-07,Display,3
2016-06-07,Organic Search,134
2016-06-07,Paid Search,62
2016-06-07,Referral,14
2016-06-07,Social,33
2016-06-08,(Other),22
2016-06-08,Direct,47
2016-06-08,Display,2
2016-06-08,Organic Search,136
2016-06-08,Paid Search,50
2016-06-08,Referral,20
2016-06-08,Social,18
2016-06-09,(Other),17
2016-06-09,Direct,46
2016-06-09,Display,1
2016-06-09,Organic Search,160
2016-06-09,Paid Search,36
2016-06-09,Referral,22
2016-06-09,Social,21
2016-06-10,(Other),11
2016-06-10,Direct,45
2016-06-10,Display,2
2016-06-10,Organic Search,90
2016-06-10,Paid Search,34
2016-06-10,Referral,13
2016-06-10,Social,9
2016-06-11,(Other),4
2016-06-11,Direct,15
2016-06-11,Display,1
2016-06-11,Organic Search,57
2016-06-11,Paid Search,26
2016-06-11,Referral,4
2016-06-11,Social,3
2016-06-12,(Other),9
2016-06-12,Direct,15
2016-06-12,Organic Search,69
2016-06-12,Paid Search,29
2016-06-12,Referral,6
2016-06-12,Social,2
2016-06-13,(Other),23
2016-06-13,Direct,49
2016-06-13,Display,6
2016-06-13,Organic Search,141
2016-06-13,Paid Search,35
2016-06-13,Referral,7
2016-06-13,Social,114
2016-06-14,(Other),66
2016-06-14,Direct,54
2016-06-14,Display,2
2016-06-14,Organic Search,158
2016-06-14,Paid Search,34
2016-06-14,Referral,18
2016-06-14,Social,75
2016-06-15,(Other),105
2016-06-15,Direct,49
2016-06-15,Display,2
2016-06-15,Organic Search,178
2016-06-15,Paid Search,36
2016-06-15,Referral,15
2016-06-15,Social,48
2016-06-16,(Other),72
2016-06-16,Direct,49
2016-06-16,Display,2
2016-06-16,Organic Search,157
2016-06-16,Paid Search,40
2016-06-16,Referral,8
2016-06-16,Social,40
2016-06-17,(Other),31
2016-06-17,Direct,43
2016-06-17,Organic Search,104
2016-06-17,Paid Search,38
2016-06-17,Referral,9
2016-06-17,Social,26
2016-06-18,(Other),12
2016-06-18,Direct,27
2016-06-18,Organic Search,45
2016-06-18,Paid Search,28
2016-06-18,Referral,2
2016-06-18,Social,11
2016-06-19,(Other),16
2016-06-19,Direct,27
2016-06-19,Display,1
2016-06-19,Organic Search,54
2016-06-19,Paid Search,29
2016-06-19,Referral,4
2016-06-19,Social,5
2016-06-20,(Other),29
2016-06-20,Direct,73
2016-06-20,Display,3
2016-06-20,Organic Search,132
2016-06-20,Paid Search,47
2016-06-20,Referral,10
2016-06-20,Social,8
2016-06-21,(Other),40
2016-06-21,Direct,87
2016-06-21,Display,1
2016-06-21,Organic Search,178
2016-06-21,Paid Search,40
2016-06-21,Referral,9
2016-06-21,Social,133
2016-06-22,(Other),30
2016-06-22,Direct,27
2016-06-22,Display,6
2016-06-22,Organic Search,136
2016-06-22,Paid Search,34
2016-06-22,Referral,11
2016-06-22,Social,41
2016-06-23,(Other),27
2016-06-23,Direct,44
2016-06-23,Display,2
2016-06-23,Organic Search,129
2016-06-23,Paid Search,32
2016-06-23,Referral,8
2016-06-23,Social,17
2016-06-24,(Other),17
2016-06-24,Direct,34
2016-06-24,Display,1
2016-06-24,Organic Search,98
2016-06-24,Paid Search,37
2016-06-24,Referral,7
2016-06-24,Social,8
2016-06-25,(Other),6
2016-06-25,Direct,23
2016-06-25,Organic Search,52
2016-06-25,Paid Search,27
2016-06-25,Referral,6
2016-06-25,Social,4
2016-06-26,(Other),14
2016-06-26,Direct,21
2016-06-26,Organic Search,61
2016-06-26,Paid Search,24
2016-06-26,Referral,6
2016-06-26,Social,2
2016-06-27,(Other),34
2016-06-27,Direct,32
2016-06-27,Display,2
2016-06-27,Organic Search,132
2016-06-27,Paid Search,40
2016-06-27,Referral,15
2016-06-27,Social,14
2016-06-28,(Other),37
2016-06-28,Direct,51
2016-06-28,Organic Search,155
2016-06-28,Paid Search,57
2016-06-28,Referral,7
2016-06-28,Social,38
2016-06-29,(Other),33
2016-06-29,Direct,35
2016-06-29,Display,2
2016-06-29,Organic Search,126
2016-06-29,Paid Search,36
2016-06-29,Referral,21
2016-06-29,Social,28
2016-06-30,(Other),61
2016-06-30,Direct,52
2016-06-30,Display,2
2016-06-30,Organic Search,124
2016-06-30,Paid Search,37
2016-06-30,Referral,14
2016-06-30,Social,102
2016-07-01,(Other),26
2016-07-01,Direct,56
2016-07-01,Organic Search,102
2016-07-01,Paid Search,39
2016-07-01,Referral,11
2016-07-01,Social,37
2016-07-02,(Other),7
2016-07-02,Direct,28
2016-07-02,Display,1
2016-07-02,Organic Search,42
2016-07-02,Paid Search,24
2016-07-02,Referral,1
2016-07-02,Social,20
2016-07-03,(Other),13
2016-07-03,Direct,23
2016-07-03,Display,1
2016-07-03,Organic Search,54
2016-07-03,Paid Search,33
2016-07-03,Referral,7
2016-07-03,Social,14
2016-07-04,(Other),29
2016-07-04,Direct,47
2016-07-04,Email,1
2016-07-04,Organic Search,134
2016-07-04,Paid Search,46
2016-07-04,Referral,8
2016-07-04,Social,19
2016-07-05,(Other),29
2016-07-05,Direct,43
2016-07-05,Display,4
2016-07-05,Email,18
2016-07-05,Organic Search,153
2016-07-05,Paid Search,41
2016-07-05,Referral,13
2016-07-05,Social,55
2016-07-06,(Other),23
2016-07-06,Direct,41
2016-07-06,Display,2
2016-07-06,Email,6
2016-07-06,Organic Search,156
2016-07-06,Paid Search,36
2016-07-06,Referral,16
2016-07-06,Social,36
2016-07-07,(Other),46
2016-07-07,Direct,25
2016-07-07,Display,2
2016-07-07,Organic Search,169
2016-07-07,Paid Search,50
2016-07-07,Referral,16
2016-07-07,Social,56
2016-07-08,(Other),25
2016-07-08,Direct,31
2016-07-08,Display,3
2016-07-08,Email,1
2016-07-08,Organic Search,141
2016-07-08,Paid Search,43
2016-07-08,Referral,9
2016-07-08,Social,27
2016-07-09,(Other),14
2016-07-09,Direct,20
2016-07-09,Email,1
2016-07-09,Organic Search,79
2016-07-09,Paid Search,29
2016-07-09,Referral,7
2016-07-09,Social,10
2016-07-10,(Other),10
2016-07-10,Direct,15
2016-07-10,Email,1
2016-07-10,Organic Search,69
2016-07-10,Paid Search,26
2016-07-10,Referral,6
2016-07-10,Social,6
2016-07-11,(Other),22
2016-07-11,Direct,38
2016-07-11,Display,1
2016-07-11,Organic Search,163
2016-07-11,Paid Search,35
2016-07-11,Referral,13
2016-07-11,Social,27
2016-07-12,(Other),36
2016-07-12,Direct,45
2016-07-12,Display,2
2016-07-12,Organic Search,146
2016-07-12,Paid Search,53
2016-07-12,Referral,9
2016-07-12,Social,49
2016-07-13,(Other),26
2016-07-13,Direct,33
2016-07-13,Display,4
2016-07-13,Email,1
2016-07-13,Organic Search,129
2016-07-13,Paid Search,34
2016-07-13,Referral,18
2016-07-13,Social,14
2016-07-14,(Other),21
2016-07-14,Direct,35
2016-07-14,Display,5
2016-07-14,Organic Search,146
2016-07-14,Paid Search,44
2016-07-14,Referral,8
2016-07-14,Social,18
2016-07-15,(Other),20
2016-07-15,Direct,36
2016-07-15,Display,3
2016-07-15,Organic Search,103
2016-07-15,Paid Search,37
2016-07-15,Referral,8
2016-07-15,Social,20
2016-07-16,(Other),12
2016-07-16,Direct,19
2016-07-16,Organic Search,57
2016-07-16,Paid Search,27
2016-07-16,Referral,3
2016-07-16,Social,25
2016-07-17,(Other),5
2016-07-17,Direct,22
2016-07-17,Organic Search,41
2016-07-17,Paid Search,29
2016-07-17,Referral,5
2016-07-17,Social,32
2016-07-18,(Other),25
2016-07-18,Direct,67
2016-07-18,Display,2
2016-07-18,Email,1
2016-07-18,Organic Search,151
2016-07-18,Paid Search,43
2016-07-18,Referral,11
2016-07-18,Social,29
2016-07-19,(Other),21
2016-07-19,Direct,41
2016-07-19,Display,4
2016-07-19,Organic Search,149
2016-07-19,Paid Search,36
2016-07-19,Referral,11
2016-07-19,Social,35
2016-07-20,(Other),25
2016-07-20,Direct,39
2016-07-20,Display,4
2016-07-20,Organic Search,136
2016-07-20,Paid Search,39
2016-07-20,Referral,13
2016-07-20,Social,63
2016-07-21,(Other),20
2016-07-21,Direct,32
2016-07-21,Display,4
2016-07-21,Organic Search,162
2016-07-21,Paid Search,45
2016-07-21,Referral,7
2016-07-21,Social,40
2016-07-22,(Other),24
2016-07-22,Direct,70
2016-07-22,Email,1
2016-07-22,Organic Search,140
2016-07-22,Paid Search,43
2016-07-22,Referral,6
2016-07-22,Social,46
2016-07-23,(Other),6
2016-07-23,Direct,33
2016-07-23,Organic Search,58
2016-07-23,Paid Search,19
2016-07-23,Referral,2
2016-07-23,Social,18
2016-07-24,(Other),10
2016-07-24,Direct,19
2016-07-24,Display,3
2016-07-24,Organic Search,69
2016-07-24,Paid Search,25
2016-07-24,Referral,4
2016-07-24,Social,10
2016-07-25,(Other),20
2016-07-25,Direct,24
2016-07-25,Display,4
