date,channelGrouping,sessions
2017-09-25,Social,27
2017-09-26,(Other),40
2017-09-26,Direct,122
2017-09-26,Display,1
2017-09-26,Email,2
2017-09-26,Organic Search,226
2017-09-26,Paid Search,133
2017-09-26,Referral,14
2017-09-26,Social,48
2017-09-27,(Other),25
2017-09-27,Direct,106
2017-09-27,Email,1
2017-09-27,Organic Search,233
2017-09-27,Paid Search,129
2017-09-27,Referral,15
2017-09-27,Social,53
2017-09-28,(Other),27
2017-09-28,Direct,104
2017-09-28,Display,1
2017-09-28,Email,2
2017-09-28,Organic Search,261
2017-09-28,Paid Search,143
2017-09-28,Referral,14
2017-09-28,Social,46
2017-09-29,(Other),20
2017-09-29,Direct,85
2017-09-29,Email,1
2017-09-29,Organic Search,182
2017-09-29,Paid Search,87
2017-09-29,Referral,13
2017-09-29,Social,38
2017-09-30,(Other),14
2017-09-30,Direct,52
2017-09-30,Display,1
2017-09-30,Organic Search,79
2017-09-30,Paid Search,54
2017-09-30,Referral,7
2017-09-30,Social,23
2017-10-01,(Other),13
2017-10-01,Direct,48
2017-10-01,Organic Search,69
2017-10-01,Paid Search,71
2017-10-01,Referral,7
2017-10-01,Social,11
2017-10-02,(Other),31
2017-10-02,Direct,218
2017-10-02,Display,2
2017-10-02,Organic Search,222
2017-10-02,Paid Search,123
2017-10-02,Referral,25
2017-10-02,Social,26
2017-10-03,(Other),21
2017-10-03,Direct,116
2017-10-03,Display,1
2017-10-03,Organic Search,181
2017-10-03,Paid Search,115
2017-10-03,Referral,15
2017-10-03,Social,22
2017-10-04,(Other),21
2017-10-04,Direct,79
2017-10-04,Organic Search,197
2017-10-04,Paid Search,108
2017-10-04,Referral,17
2017-10-04,Social,23
2017-10-05,(Other),24
2017-10-05,Direct,89
2017-10-05,Display,1
2017-10-05,Organic Search,193
2017-10-05,Paid Search,108
2017-10-05,Referral,18
2017-10-05,Social,23
2017-10-06,(Other),13
2017-10-06,Direct,100
2017-10-06,Organic Search,199
2017-10-06,Paid Search,116
2017-10-06,Referral,12
2017-10-06,Social,20
2017-10-07,(Other),9
2017-10-07,Direct,34
2017-10-07,Organic Search,90
2017-10-07,Paid Search,45
2017-10-07,Referral,6
2017-10-07,Social,21
2017-10-08,(Other),5
2017-10-08,Direct,42
2017-10-08,Organic Search,105
2017-10-08,Paid Search,61
2017-10-08,Referral,2
2017-10-08,Social,19
2017-10-09,(Other),21
2017-10-09,Direct,157
2017-10-09,Organic Search,219
2017-10-09,Paid Search,123
2017-10-09,Referral,16
2017-10-09,Social,25
2017-10-10,(Other),17
2017-10-10,Direct,116
2017-10-10,Organic Search,212
2017-10-10,Paid Search,94
2017-10-10,Referral,8
2017-10-10,Social,22
2017-10-11,(Other),16
2017-10-11,Direct,105
2017-10-11,Organic Search,184
2017-10-11,Paid Search,90
2017-10-11,Referral,7
2017-10-11,Social,37
2017-10-12,(Other),13
2017-10-12,Direct,48
2017-10-12,Organic Search,98
2017-10-12,Paid Search,59
2017-10-12,Referral,5
2017-10-12,Social,30
2017-10-13,(Other),10
2017-10-13,Direct,67
2017-10-13,Organic Search,136
2017-10-13,Paid Search,67
2017-10-13,Referral,3
2017-10-13,Social,7
2017-10-14,(Other),7
2017-10-14,Direct,33
2017-10-14,Organic Search,78
2017-10-14,Paid Search,54
2017-10-14,Referral,2
2017-10-14,Social,15
2017-10-15,(Other),7
2017-10-15,Direct,48
2017-10-15,Organic Search,86
2017-10-15,Paid Search,60
2017-10-15,Social,16
2017-10-16,(Other),28
2017-10-16,Direct,184
2017-10-16,Organic Search,252
2017-10-16,Paid Search,132
2017-10-16,Referral,21
2017-10-16,Social,32
2017-10-17,(Other),27
2017-10-17,Direct,130
2017-10-17,Display,1
2017-10-17,Organic Search,224
2017-10-17,Paid Search,127
2017-10-17,Referral,11
2017-10-17,Social,27
2017-10-18,(Other),19
2017-10-18,Direct,95
2017-10-18,Organic Search,214
2017-10-18,Paid Search,143
2017-10-18,Referral,10
2017-10-18,Social,22
2017-10-19,(Other),24
2017-10-19,Direct,81
2017-10-19,Organic Search,230
2017-10-19,Paid Search,119
2017-10-19,Referral,10
2017-10-19,Social,23
2017-10-20,(Other),15
2017-10-20,Direct,84
2017-10-20,Organic Search,189
2017-10-20,Paid Search,85
2017-10-20,Referral,10
2017-10-20,Social,19
2017-10-21,(Other),8
2017-10-21,Direct,35
2017-10-21,Display,1
2017-10-21,Organic Search,96
2017-10-21,Paid Search,59
2017-10-21,Referral,4
2017-10-21,Social,12
2017-10-22,(Other),11
2017-10-22,Direct,41
2017-10-22,Organic Search,99
2017-10-22,Paid Search,45
2017-10-22,Referral,2
2017-10-22,Social,11
2017-10-23,(Other),26
2017-10-23,Direct,258
2017-10-23,Email,2
2017-10-23,Organic Search,283
2017-10-23,Paid Search,93
2017-10-23,Referral,22
2017-10-23,Social,25
2017-10-24,(Other),34
2017-10-24,Direct,124
2017-10-24,Organic Search,248
2017-10-24,Paid Search,78
2017-10-24,Referral,14
2017-10-24,Social,21
2017-10-25,(Other),18
2017-10-25,Direct,116
2017-10-25,Email,1
2017-10-25,Organic Search,214
2017-10-25,Paid Search,94
2017-10-25,Referral,10
2017-10-25,Social,26
2017-10-26,(Other),55
2017-10-26,Direct,90
2017-10-26,Organic Search,205
2017-10-26,Paid Search,71
2017-10-26,Referral,3
2017-10-26,Social,16
2017-10-27,(Other),29
2017-10-27,Direct,115
2017-10-27,Organic Search,222
2017-10-27,Paid Search,101
2017-10-27,Referral,10
2017-10-27,Social,10
2017-10-28,(Other),9
2017-10-28,Direct,44
2017-10-28,Organic Search,105
2017-10-28,Paid Search,40
2017-10-28,Referral,3
2017-10-28,Social,15
2017-10-29,(Other),18
2017-10-29,Direct,51
2017-10-29,Organic Search,101
2017-10-29,Paid Search,40
2017-10-29,Referral,4
2017-10-29,Social,8
2017-10-30,(Other),32
2017-10-30,Direct,237
2017-10-30,Display,1
2017-10-30,Organic Search,293
2017-10-30,Paid Search,95
2017-10-30,Referral,22
2017-10-30,Social,19
2017-10-31,(Other),21
2017-10-31,Direct,107
2017-10-31,Organic Search,179
2017-10-31,Paid Search,76
2017-10-31,Referral,10
2017-10-31,Social,26
2017-11-01,(Other),8
2017-11-01,Direct,59
2017-11-01,Organic Search,101
2017-11-01,Paid Search,55
2017-11-01,Referral,4
2017-11-01,Social,12
2017-11-02,(Other),63
2017-11-02,Direct,135
2017-11-02,Display,2
2017-11-02,Organic Search,217
2017-11-02,Paid Search,84
2017-11-02,Referral,6
2017-11-02,Social,34
2017-11-03,(Other),44
2017-11-03,Direct,110
2017-11-03,Display,1
2017-11-03,Organic Search,208
2017-11-03,Paid Search,116
2017-11-03,Referral,8
2017-11-03,Social,19
2017-11-04,(Other),9
2017-11-04,Direct,58
2017-11-04,Organic Search,118
2017-11-04,Paid Search,70
2017-11-04,Referral,6
2017-11-04,Social,9
2017-11-05,(Other),9
2017-11-05,Direct,41
2017-11-05,Display,1
2017-11-05,Organic Search,97
2017-11-05,Paid Search,65
2017-11-05,Referral,10
2017-11-05,Social,11
2017-11-06,(Other),42
2017-11-06,Direct,182
2017-11-06,Organic Search,304
2017-11-06,Paid Search,138
2017-11-06,Referral,21
2017-11-06,Social,15
2017-11-07,(Other),31
2017-11-07,Direct,136
2017-11-07,Display,4
2017-11-07,Organic Search,228
2017-11-07,Paid Search,113
2017-11-07,Referral,7
2017-11-07,Social,34
2017-11-08,(Other),51
2017-11-08,Direct,71
2017-11-08,Organic Search,215
2017-11-08,Paid Search,93
2017-11-08,Referral,5
2017-11-08,Social,29
2017-11-09,(Other),25
2017-11-09,Direct,77
2017-11-09,Organic Search,145
2017-11-09,Paid Search,69
2017-11-09,Referral,5
2017-11-09,Social,38
2017-11-10,(Other),22
2017-11-10,Direct,76
2017-11-10,Organic Search,159
2017-11-10,Paid Search,84
2017-11-10,Referral,7
2017-11-10,Social,24
2017-11-11,(Other),10
2017-11-11,Direct,55
2017-11-11,Organic Search,93
2017-11-11,Paid Search,54
2017-11-11,Referral,5
2017-11-11,Social,10
2017-11-12,(Other),8
2017-11-12,Direct,36
2017-11-12,Organic Search,84
2017-11-12,Paid Search,46
2017-11-12,Referral,3
2017-11-12,Social,13
2017-11-13,(Other),36
2017-11-13,Direct,215
2017-11-13,Display,1
2017-11-13,Organic Search,225
2017-11-13,Paid Search,121
2017-11-13,Referral,9
2017-11-13,Social,34
2017-11-14,(Other),23
2017-11-14,Direct,96
2017-11-14,Display,1
2017-11-14,Organic Search,209
2017-11-14,Paid Search,101
2017-11-14,Referral,7
2017-11-14,Social,27
2017-11-15,(Other),32
2017-11-15,Direct,82
2017-11-15,Organic Search,210
2017-11-15,Paid Search,126
2017-11-15,Referral,8
2017-11-15,Social,31
2017-11-16,(Other),26
2017-11-16,Direct,105
2017-11-16,Email,1
2017-11-16,Organic Search,202
2017-11-16,Paid Search,96
2017-11-16,Referral,11
2017-11-16,Social,20
2017-11-17,(Other),17
2017-11-17,Direct,95
2017-11-17,Organic Search,194
2017-11-17,Paid Search,75
2017-11-17,Referral,9
2017-11-17,Social,24
2017-11-18,(Other),15
2017-11-18,Direct,56
2017-11-18,Organic Search,93
2017-11-18,Paid Search,48
2017-11-18,Social,14
2017-11-19,(Other),10
2017-11-19,Direct,35
2017-11-19,Organic Search,92
2017-11-19,Paid Search,52
2017-11-19,Referral,3
2017-11-19,Social,20
2017-11-20,(Other),35
2017-11-20,Direct,214
2017-11-20,Organic Search,212
2017-11-20,Paid Search,83
2017-11-20,Referral,13
2017-11-20,Social,24
2017-11-21,(Other),48
2017-11-21,Direct,105
2017-11-21,Organic Search,206
2017-11-21,Paid Search,89
2017-11-21,Referral,15
2017-11-21,Social,28
2017-11-22,(Other),48
2017-11-22,Direct,76
2017-11-22,Organic Search,169
2017-11-22,Paid Search,66
2017-11-22,Referral,7
2017-11-22,Social,14
2017-11-23,(Other),38
2017-11-23,Direct,106
2017-11-23,Organic Search,176
2017-11-23,Paid Search,64
2017-11-23,Referral,8
2017-11-23,Social,22
2017-11-24,(Other),33
2017-11-24,Direct,66
2017-11-24,Organic Search,170
2017-11-24,Paid Search,73
2017-11-24,Referral,5
2017-11-24,Social,13
2017-11-25,(Other),9
2017-11-25,Direct,42
2017-11-25,Organic Search,102
2017-11-25,Paid Search,44
2017-11-25,Referral,2
2017-11-25,Social,8
2017-11-26,(Other),6
2017-11-26,Direct,48
2017-11-26,Organic Search,101
2017-11-26,Paid Search,41
2017-11-26,Referral,8
2017-11-26,Social,15
2017-11-27,(Other),33
2017-11-27,Direct,233
2017-11-27,Organic Search,266
2017-11-27,Paid Search,100
2017-11-27,Referral,13
2017-11-27,Social,32
2017-11-28,(Other),23
2017-11-28,Direct,83
2017-11-28,Organic Search,255
2017-11-28,Paid Search,77
2017-11-28,Referral,9
2017-11-28,Social,26
2017-11-29,(Other),32
2017-11-29,Direct,80
2017-11-29,Organic Search,220
2017-11-29,Paid Search,78
2017-11-29,Referral,11
2017-11-29,Social,26
2017-11-30,(Other),18
2017-11-30,Direct,98
2017-11-30,Display,1
2017-11-30,Organic Search,185
2017-11-30,Paid Search,76
2017-11-30,Referral,5
2017-11-30,Social,21
2017-12-01,(Other),14
2017-12-01,Direct,79
2017-12-01,Organic Search,162
2017-12-01,Paid Search,73
2017-12-01,Referral,6
2017-12-01,Social,27
2017-12-02,(Other),6
2017-12-02,Direct,46
2017-12-02,Organic Search,87
2017-12-02,Paid Search,56
2017-12-02,Referral,1
2017-12-02,Social,19
2017-12-03,(Other),10
2017-12-03,Direct,36
2017-12-03,Display,4
2017-12-03,Organic Search,93
2017-12-03,Paid Search,64
2017-12-03,Referral,2
2017-12-03,Social,8
2017-12-04,(Other),33
2017-12-04,Direct,240
2017-12-04,Organic Search,290
2017-12-04,Paid Search,117
2017-12-04,Referral,12
2017-12-04,Social,58
2017-12-05,(Other),27
2017-12-05,Direct,141
2017-12-05,Display,2
2017-12-05,Organic Search,192
2017-12-05,Paid Search,68
2017-12-05,Referral,9
2017-12-05,Social,56
2017-12-06,(Other),15
2017-12-06,Direct,80
2017-12-06,Display,1
2017-12-06,Organic Search,103
2017-12-06,Paid Search,53
2017-12-06,Referral,5
2017-12-06,Social,30
2017-12-07,(Other),16
2017-12-07,Direct,77
2017-12-07,Display,2
2017-12-07,Organic Search,143
2017-12-07,Paid Search,66
2017-12-07,Referral,4
2017-12-07,Social,23
2017-12-08,(Other),8
2017-12-08,Direct,66
2017-12-08,Email,1
2017-12-08,Organic Search,80
2017-12-08,Paid Search,55
2017-12-08,Referral,5
2017-12-08,Social,19
2017-12-09,(Other),9
2017-12-09,Direct,59
2017-12-09,Organic Search,72
2017-12-09,Paid Search,49
2017-12-09,Referral,6
2017-12-09,Social,21
2017-12-10,(Other),15
2017-12-10,Direct,77
2017-12-10,Organic Search,101
2017-12-10,Paid Search,53
2017-12-10,Referral,7
2017-12-10,Social,28
2017-12-11,(Other),44
2017-12-11,Direct,234
2017-12-11,Display,1
2017-12-11,Organic Search,240
2017-12-11,Paid Search,119
2017-12-11,Referral,20
2017-12-11,Social,32
2017-12-12,(Other),186
2017-12-12,Direct,130
2017-12-12,Display,2
2017-12-12,Organic Search,236
2017-12-12,Paid Search,103
2017-12-12,Referral,15
2017-12-12,Social,40
2017-12-13,(Other),41
2017-12-13,Direct,83
2017-12-13,Organic Search,212
2017-12-13,Paid Search,105
2017-12-13,Referral,12
2017-12-13,Social,25
2017-12-14,(Other),32
2017-12-14,Direct,101
2017-12-14,Organic Search,198
2017-12-14,Paid Search,93
2017-12-14,Referral,8
2017-12-14,Social,31
2017-12-15,(Other),21
2017-12-15,Direct,65
2017-12-15,Organic Search,153
2017-12-15,Paid Search,87
2017-12-15,Referral,10
2017-12-15,Social,37
2017-12-16,(Other),10
2017-12-16,Direct,54
2017-12-16,Organic Search,107
2017-12-16,Paid Search,58
2017-12-16,Referral,2
2017-12-16,Social,25
2017-12-17,(Other),2
2017-12-17,Direct,42
2017-12-17,Organic Search,100
2017-12-17,Paid Search,45
2017-12-17,Referral,3
2017-12-17,Social,16
2017-12-18,(Other),47
2017-12-18,Direct,175
2017-12-18,Organic Search,230
2017-12-18,Paid Search,82
2017-12-18,Referral,14
2017-12-18,Social,45
2017-12-19,(Other),91
2017-12-19,Direct,80
2017-12-19,Display,1
2017-12-19,Organic Search,191
2017-12-19,Paid Search,91
2017-12-19,Referral,7
2017-12-19,Social,37
2017-12-20,(Other),44
2017-12-20,Direct,84
2017-12-20,Organic Search,156
2017-12-20,Paid Search,72
2017-12-20,Referral,5
2017-12-20,Social,24
2017-12-21,(Other),16
2017-12-21,Direct,95
2017-12-21,Display,2
2017-12-21,Organic Search,155
2017-12-21,Paid Search,89
2017-12-21,Referral,14
2017-12-21,Social,18
2017-12-22,(Other),17
2017-12-22,Direct,57
2017-12-22,Organic Search,103
2017-12-22,Paid Search,55
2017-12-22,Referral,3
2017-12-22,Social,21
2017-12-23,(Other),5
2017-12-23,Direct,48
2017-12-23,Organic Search,57
2017-12-23,Paid Search,31
2017-12-23,Referral,3
2017-12-23,Social,16
2017-12-24,(Other),2
2017-12-24,Direct,70
2017-12-24,Organic Search,47
2017-12-24,Paid Search,22
2017-12-24,Social,13
2017-12-25,(Other),12
2017-12-25,Direct,77
2017-12-25,Organic Search,51
2017-12-25,Paid Search,44
2017-12-25,Referral,1
2017-12-25,Social,22
2017-12-26,(Other),21
2017-12-26,Direct,88
2017-12-26,Display,1
2017-12-26,Organic Search,186
2017-12-26,Paid Search,81
2017-12-26,Referral,10
2017-12-26,Social,28
2017-12-27,(Other),27
2017-12-27,Direct,94
2017-12-27,Organic Search,171
2017-12-27,Paid Search,94
2017-12-27,Referral,4
2017-12-27,Social,24
2017-12-28,(Other),15
2017-12-28,Direct,71
2017-12-28,Organic Search,148
2017-12-28,Paid Search,70
2017-12-28,Referral,5
2017-12-28,Social,21
2017-12-29,(Other),24
2017-12-29,Direct,66
2017-12-29,Organic Search,141
2017-12-29,Paid Search,60
2017-12-29,Referral,3
2017-12-29,Social,18
2017-12-30,(Other),8
2017-12-30,Direct,66
2017-12-30,Organic Search,66
2017-12-30,Paid Search,53
2017-12-30,Social,12
2017-12-31,(Other),4
2017-12-31,Direct,44
2017-12-31,Organic Search,54
2017-12-31,Paid Search,26
2017-12-31,Referral,4
2017-12-31,Social,12
2018-01-01,(Other),12
2018-01-01,Direct,132
2018-01-01,Organic Search,63
2018-01-01,Paid Search,48
2018-01-01,Referral,4
2018-01-01,Social,20
2018-01-02,(Other),42
2018-01-02,Direct,112
2018-01-02,Organic Search,190
2018-01-02,Paid Search,78
2018-01-02,Referral,8
2018-01-02,Social,27
2018-01-03,(Other),48
2018-01-03,Direct,93
2018-01-03,Organic Search,181
2018-01-03,Paid Search,80
2018-01-03,Referral,8
2018-01-03,Social,23
2018-01-04,(Other),27
2018-01-04,Direct,117
2018-01-04,Display,1
2018-01-04,Organic Search,160
2018-01-04,Paid Search,79
2018-01-04,Referral,12
2018-01-04,Social,28
2018-01-05,(Other),24
2018-01-05,Direct,84
2018-01-05,Organic Search,152
2018-01-05,Paid Search,64
2018-01-05,Referral,10
2018-01-05,Social,17
2018-01-06,(Other),12
2018-01-06,Direct,64
2018-01-06,Organic Search,68
2018-01-06,Paid Search,38
2018-01-06,Referral,2
2018-01-06,Social,20
2018-01-07,(Other),5
2018-01-07,Direct,88
2018-01-07,Organic Search,94
2018-01-07,Paid Search,57
2018-01-07,Referral,4
2018-01-07,Social,23
2018-01-08,(Other),32
2018-01-08,Direct,167
2018-01-08,Email,1
2018-01-08,Organic Search,236
2018-01-08,Paid Search,133
2018-01-08,Referral,10
2018-01-08,Social,33
2018-01-09,(Other),44
2018-01-09,Direct,131
2018-01-09,Display,2
2018-01-09,Organic Search,254
2018-01-09,Paid Search,102
2018-01-09,Referral,9
2018-01-09,Social,33
2018-01-10,(Other),21
2018-01-10,Direct,118
2018-01-10,Organic Search,236
2018-01-10,Paid Search,117
2018-01-10,Referral,10
2018-01-10,Social,27
2018-01-11,(Other),47
2018-01-11,Direct,124
2018-01-11,Organic Search,287
2018-01-11,Paid Search,98
2018-01-11,Referral,11
2018-01-11,Social,26
2018-01-12,(Other),16
2018-01-12,Direct,147
2018-01-12,Organic Search,233
2018-01-12,Paid Search,101
2018-01-12,Referral,12
2018-01-12,Social,26
2018-01-13,(Other),20
2018-01-13,Direct,79
2018-01-13,Organic Search,128
2018-01-13,Paid Search,60
2018-01-13,Referral,2
2018-01-13,Social,25
2018-01-14,(Other),12
2018-01-14,Direct,101
2018-01-14,Organic Search,114
2018-01-14,Paid Search,55
2018-01-14,Referral,4
2018-01-14,Social,41
2018-01-15,(Other),65
2018-01-15,Direct,309
2018-01-15,Organic Search,333
2018-01-15,Paid Search,149
2018-01-15,Referral,10
2018-01-15,Social,31
2018-01-16,(Other),54
2018-01-16,Direct,164
2018-01-16,Organic Search,269
2018-01-16,Paid Search,114
2018-01-16,Referral,9
2018-01-16,Social,34
2018-01-17,(Other),59
2018-01-17,Direct,153
2018-01-17,Organic Search,246
2018-01-17,Paid Search,113
2018-01-17,Referral,11
2018-01-17,Social,28
2018-01-18,(Other),35
2018-01-18,Direct,117
2018-01-18,Organic Search,272
2018-01-18,Paid Search,107
2018-01-18,Referral,31
2018-01-18,Social,32
2018-01-19,(Other),34
2018-01-19,Direct,147
2018-01-19,Organic Search,247
2018-01-19,Paid Search,115
2018-01-19,Referral,9
2018-01-19,Social,32
2018-01-20,(Other),10
2018-01-20,Direct,97
2018-01-20,Organic Search,141
2018-01-20,Paid Search,73
2018-01-20,Referral,4
2018-01-20,Social,20
2018-01-21,(Other),24
2018-01-21,Direct,89
2018-01-21,Organic Search,102
2018-01-21,Paid Search,54
2018-01-21,Referral,5
2018-01-21,Social,26
2018-01-22,(Other),57
2018-01-22,Direct,259
2018-01-22,Organic Search,324
2018-01-22,Paid Search,137
2018-01-22,Referral,21
2018-01-22,Social,59
2018-01-23,(Other),35
2018-01-23,Direct,143
2018-01-23,Organic Search,311
2018-01-23,Paid Search,131
2018-01-23,Referral,17
2018-01-23,Social,65
2018-01-24,(Other),26
2018-01-24,Direct,205
2018-01-24,Organic Search,281
2018-01-24,Paid Search,117
2018-01-24,Referral,12
2018-01-24,Social,45
2018-01-25,(Other),40
2018-01-25,Direct,180
2018-01-25,Display,1
2018-01-25,Organic Search,282
2018-01-25,Paid Search,92
2018-01-25,Referral,15
2018-01-25,Social,57
2018-01-26,(Other),30
2018-01-26,Direct,143
2018-01-26,Organic Search,275
2018-01-26,Paid Search,98
2018-01-26,Referral,4
2018-01-26,Social,69
2018-01-27,(Other),16
2018-01-27,Direct,108
2018-01-27,Organic Search,116
2018-01-27,Paid Search,53
2018-01-27,Referral,4
2018-01-27,Social,32
2018-01-28,(Other),23
2018-01-28,Direct,87
2018-01-28,Organic Search,136
2018-01-28,Paid Search,42
2018-01-28,Referral,2
2018-01-28,Social,18
2018-01-29,(Other),49
2018-01-29,Direct,292
2018-01-29,Display,1
2018-01-29,Organic Search,363
2018-01-29,Paid Search,117
2018-01-29,Referral,28
2018-01-29,Social,48
2018-01-30,(Other),54
2018-01-30,Direct,165
2018-01-30,Organic Search,298
2018-01-30,Paid Search,104
2018-01-30,Referral,14
2018-01-30,Social,51
2018-01-31,(Other),35
2018-01-31,Direct,99
2018-01-31,Organic Search,251
2018-01-31,Paid Search,84
2018-01-31,Referral,10
2018-01-31,Social,55
2018-02-01,(Other),28
2018-02-01,Direct,139
2018-02-01,Organic Search,263
2018-02-01,Paid Search,100
2018-02-01,Referral,10
2018-02-01,Social,30
2018-02-02,(Other),26
2018-02-02,Direct,105
2018-02-02,Email,8
2018-02-02,Organic Search,251
2018-02-02,Paid Search,94
2018-02-02,Referral,15
2018-02-02,Social,22
2018-02-03,(Other),26
2018-02-03,Direct,74
2018-02-03,Email,1
2018-02-03,Organic Search,157
2018-02-03,Paid Search,62
2018-02-03,Referral,11
2018-02-03,Social,25
2018-02-04,(Other),4
2018-02-04,Direct,98
2018-02-04,Email,2
2018-02-04,Organic Search,113
2018-02-04,Paid Search,55
2018-02-04,Referral,7
2018-02-04,Social,16
2018-02-05,(Other),53
2018-02-05,Direct,252
2018-02-05,Display,1
2018-02-05,Email,6
2018-02-05,Organic Search,329
2018-02-05,Paid Search,154
2018-02-05,Referral,45
2018-02-05,Social,33
2018-02-06,(Other),67
2018-02-06,Direct,141
2018-02-06,Email,1
2018-02-06,Organic Search,294
2018-02-06,Paid Search,119
2018-02-06,Referral,34
2018-02-06,Social,69
2018-02-07,(Other),43
2018-02-07,Direct,109
2018-02-07,Display,1
2018-02-07,Email,25
2018-02-07,Organic Search,269
2018-02-07,Paid Search,132
2018-02-07,Referral,24
2018-02-07,Social,31
2018-02-08,(Other),54
2018-02-08,Direct,127
2018-02-08,Display,1
2018-02-08,Email,3
2018-02-08,Organic Search,310
2018-02-08,Paid Search,142
2018-02-08,Referral,23
2018-02-08,Social,32
2018-02-09,(Other),31
2018-02-09,Direct,113
2018-02-09,Email,2
2018-02-09,Organic Search,259
