date,campaign,impressions,adClicks,adCost,cpc
2016-11-16,MAD - MASTER - MARKETING ONLINE,31.0,5.0,58.09,11.618
2016-11-16,MAD - MASTER - UX,23.0,5.0,23.56,4.712
2016-11-16,NAC - MASTER - ANALITICA WEB,52.0,2.0,6.57,3.285
2016-11-16,NAC - MASTER - BIG DATA,30.0,1.0,0.97,0.97
2016-11-16,NAC - MASTER - DATA SCIENCE,54.0,0.0,0.0,0.0
2016-11-16,NAC - MASTER - MARKETING ONLINE,49.0,1.0,5.58,5.58
2016-11-16,NAC - MASTER - SEO y SEM,113.0,1.0,8.63,8.63
2016-11-16,NAC - MASTER - UX,66.0,1.0,3.41,3.41
2016-11-17,0 - MARCA,48.0,14.0,11.99,0.8564285714285714
2016-11-17,0 - MARCA BCN,22.0,5.0,1.34,0.268
2016-11-17,BCN - MASTER - UX,32.0,4.0,14.66,3.665
2016-11-17,Competencia,1395.0,6.0,21.67,3.6116666666666664
2016-11-17,MAD - MASTER - ANALITICA WEB,20.0,3.0,37.82,12.606666666666666
2016-11-17,MAD - MASTER - BIG DATA,38.0,3.0,24.0,8.0
2016-11-17,MAD - MASTER - DATA SCIENCE,72.0,6.0,61.46,10.243333333333334
2016-11-17,MAD - MASTER - MARKETING ONLINE,48.0,1.0,6.06,6.06
2016-11-17,MAD - MASTER - UX,27.0,3.0,24.88,8.293333333333333
2016-11-17,NAC - MASTER - ANALITICA WEB,8.0,1.0,9.55,9.55
2016-11-17,NAC - MASTER - BIG DATA,5.0,0.0,0.0,0.0
2016-11-17,NAC - MASTER - DATA SCIENCE,66.0,2.0,14.33,7.165
2016-11-17,NAC - MASTER - MARKETING ONLINE,39.0,0.0,0.0,0.0
2016-11-17,NAC - MASTER - UX,22.0,0.0,0.0,0.0
2016-11-18,0 - MARCA,130.0,31.0,9.54,0.30774193548387097
2016-11-18,0 - MARCA BCN,28.0,4.0,0.99,0.2475
2016-11-18,BCN - MASTER - UX,14.0,1.0,5.3,5.3
2016-11-18,Competencia,1856.0,7.0,30.25,4.321428571428572
2016-11-18,MAD - MASTER - ANALITICA WEB,49.0,3.0,19.0,6.333333333333333
2016-11-18,MAD - MASTER - BIG DATA,43.0,3.0,18.21,6.07
2016-11-18,MAD - MASTER - DATA SCIENCE,64.0,6.0,55.14,9.19
2016-11-18,MAD - MASTER - MARKETING ONLINE,54.0,1.0,18.6,18.6
2016-11-18,MAD - MASTER - UX,26.0,3.0,19.1,6.366666666666667
2016-11-18,NAC - MASTER - ANALITICA WEB,2.0,1.0,8.95,8.95
2016-11-18,NAC - MASTER - BIG DATA,6.0,1.0,2.71,2.71
2016-11-18,NAC - MASTER - DATA SCIENCE,69.0,3.0,15.21,5.07
2016-11-18,NAC - MASTER - MARKETING ONLINE,24.0,0.0,0.0,0.0
2016-11-18,NAC - MASTER - UX,41.0,1.0,12.29,12.29
2016-11-19,0 - MARCA,64.0,18.0,12.0,0.6666666666666666
2016-11-19,0 - MARCA BCN,12.0,6.0,3.07,0.5116666666666667
2016-11-19,Competencia,578.0,6.0,18.43,3.0716666666666663
2016-11-19,MAD - MASTER - ANALITICA WEB,20.0,1.0,9.47,9.47
2016-11-19,MAD - MASTER - BIG DATA,48.0,2.0,10.58,5.29
2016-11-19,MAD - MASTER - DATA SCIENCE,60.0,1.0,37.68,37.68
2016-11-19,MAD - MASTER - MARKETING ONLINE,32.0,0.0,0.0,0.0
2016-11-19,NAC - MASTER - ANALITICA WEB,10.0,1.0,8.26,8.26
2016-11-19,NAC - MASTER - BIG DATA,33.0,2.0,12.85,6.425
2016-11-19,NAC - MASTER - DATA SCIENCE,47.0,0.0,0.0,0.0
2016-11-19,NAC - MASTER - MARKETING ONLINE,9.0,1.0,6.53,6.53
2016-11-20,0 - MARCA,62.0,17.0,9.11,0.5358823529411765
2016-11-20,0 - MARCA BCN,14.0,2.0,5.81,2.905
2016-11-20,Competencia,1666.0,9.0,19.37,2.152222222222222
2016-11-20,MAD - MASTER - ANALITICA WEB,27.0,1.0,11.18,11.18
2016-11-20,MAD - MASTER - BIG DATA,15.0,2.0,22.07,11.035
2016-11-20,MAD - MASTER - DATA SCIENCE,48.0,2.0,12.38,6.19
2016-11-20,MAD - MASTER - MARKETING ONLINE,32.0,1.0,5.79,5.79
2016-11-20,NAC - MASTER - ANALITICA WEB,6.0,2.0,9.35,4.675
2016-11-20,NAC - MASTER - BIG DATA,4.0,0.0,0.0,0.0
2016-11-20,NAC - MASTER - DATA SCIENCE,53.0,2.0,14.38,7.19
2016-11-20,NAC - MASTER - MARKETING ONLINE,42.0,0.0,0.0,0.0
2016-11-21,0 - MARCA,105.0,40.0,11.25,0.28125
2016-11-21,0 - MARCA BCN,16.0,7.0,7.91,1.13
2016-11-21,Competencia,348.0,4.0,23.05,5.7625
2016-11-21,MAD - MASTER - ANALITICA WEB,21.0,3.0,36.65,12.216666666666667
2016-11-21,MAD - MASTER - BIG DATA,44.0,2.0,24.53,12.265
2016-11-21,MAD - MASTER - DATA SCIENCE,85.0,6.0,58.82,9.803333333333335
2016-11-21,MAD - MASTER - MARKETING ONLINE,41.0,3.0,53.19,17.73
2016-11-21,NAC - MASTER - ANALITICA WEB,19.0,2.0,9.99,4.995
2016-11-21,NAC - MASTER - BIG DATA,17.0,0.0,0.0,0.0
2016-11-21,NAC - MASTER - DATA SCIENCE,96.0,2.0,4.39,2.195
2016-11-21,NAC - MASTER - MARKETING ONLINE,17.0,1.0,7.41,7.41
2016-11-22,0 - MARCA,92.0,27.0,12.01,0.44481481481481483
2016-11-22,0 - MARCA BCN,17.0,7.0,4.15,0.5928571428571429
2016-11-22,Competencia,888.0,5.0,21.97,4.394
2016-11-22,MAD - MASTER - ANALITICA WEB,76.0,5.0,36.81,7.362
2016-11-22,MAD - MASTER - BIG DATA,43.0,1.0,17.24,17.24
2016-11-22,MAD - MASTER - DATA SCIENCE,124.0,6.0,62.59,10.431666666666667
2016-11-22,MAD - MASTER - MARKETING ONLINE,56.0,4.0,56.21,14.0525
2016-11-22,NAC - MASTER - ANALITICA WEB,19.0,1.0,8.59,8.59
2016-11-22,NAC - MASTER - BIG DATA,25.0,0.0,0.0,0.0
2016-11-22,NAC - MASTER - DATA SCIENCE,59.0,2.0,5.34,2.67
2016-11-22,NAC - MASTER - MARKETING ONLINE,42.0,0.0,0.0,0.0
2016-11-23,0 - MARCA,39.0,8.0,12.0,1.5
2016-11-23,0 - MARCA BCN,11.0,5.0,4.05,0.81
2016-11-23,Competencia,1323.0,8.0,21.33,2.66625
2016-11-23,MAD - MASTER - ANALITICA WEB,92.0,3.0,25.54,8.513333333333334
2016-11-23,MAD - MASTER - BIG DATA,4.0,1.0,19.92,19.92
2016-11-23,MAD - MASTER - DATA SCIENCE,107.0,3.0,19.74,6.58
2016-11-23,MAD - MASTER - MARKETING ONLINE,45.0,4.0,58.53,14.6325
2016-11-23,NAC - MASTER - ANALITICA WEB,44.0,3.0,6.18,2.06
2016-11-23,NAC - MASTER - BIG DATA,2.0,0.0,0.0,0.0
2016-11-23,NAC - MASTER - DATA SCIENCE,44.0,1.0,16.55,16.55
2016-11-23,NAC - MASTER - MARKETING ONLINE,9.0,1.0,6.31,6.31
2016-11-24,0 - MARCA,70.0,20.0,8.5,0.425
2016-11-24,0 - MARCA BCN,17.0,5.0,1.12,0.224
2016-11-24,Competencia,650.0,7.0,16.51,2.3585714285714285
2016-11-24,MAD - MASTER - ANALITICA WEB,40.0,3.0,38.13,12.71
2016-11-24,MAD - MASTER - BIG DATA,8.0,1.0,22.27,22.27
2016-11-24,MAD - MASTER - DATA SCIENCE,96.0,4.0,43.48,10.87
2016-11-24,MAD - MASTER - MARKETING ONLINE,48.0,5.0,55.06,11.012
2016-11-24,NAC - MASTER - ANALITICA WEB,39.0,1.0,8.12,8.12
2016-11-24,NAC - MASTER - BIG DATA,6.0,1.0,2.48,2.48
2016-11-24,NAC - MASTER - DATA SCIENCE,7.0,1.0,23.98,23.98
2016-11-24,NAC - MASTER - MARKETING ONLINE,21.0,0.0,0.0,0.0
2016-11-25,0 - MARCA,72.0,23.0,11.99,0.5213043478260869
2016-11-25,0 - MARCA BCN,12.0,5.0,9.56,1.912
2016-11-25,Competencia,956.0,3.0,20.54,6.846666666666667
2016-11-25,MAD - MASTER - ANALITICA WEB,44.0,1.0,29.63,29.63
2016-11-25,MAD - MASTER - BIG DATA,1.0,1.0,13.51,13.51
2016-11-25,MAD - MASTER - DATA SCIENCE,88.0,3.0,38.76,12.92
2016-11-25,MAD - MASTER - MARKETING ONLINE,34.0,2.0,27.67,13.835
2016-11-25,NAC - MASTER - ANALITICA WEB,38.0,3.0,9.59,3.1966666666666663
2016-11-25,NAC - MASTER - BIG DATA,1.0,0.0,0.0,0.0
2016-11-25,NAC - MASTER - DATA SCIENCE,59.0,2.0,19.33,9.665
2016-11-25,NAC - MASTER - MARKETING ONLINE,23.0,3.0,11.18,3.7266666666666666
2016-11-26,0 - MARCA,67.0,21.0,6.95,0.33095238095238094
2016-11-26,0 - MARCA BCN,15.0,4.0,2.59,0.6475
2016-11-26,Competencia,491.0,5.0,14.97,2.994
2016-11-26,MAD - MASTER - ANALITICA WEB,34.0,2.0,19.23,9.615
2016-11-26,MAD - MASTER - MARKETING ONLINE,29.0,2.0,32.73,16.365
2016-11-26,NAC - MASTER - ANALITICA WEB,21.0,1.0,5.63,5.63
2016-11-26,NAC - MASTER - MARKETING ONLINE,12.0,0.0,0.0,0.0
2016-11-27,0 - MARCA,44.0,14.0,7.25,0.5178571428571428
2016-11-27,0 - MARCA BCN,6.0,1.0,2.71,2.71
2016-11-27,Competencia,416.0,4.0,13.43,3.3575
2016-11-27,MAD - MASTER - ANALITICA WEB,19.0,1.0,29.4,29.4
2016-11-27,MAD - MASTER - MARKETING ONLINE,23.0,1.0,13.63,13.63
2016-11-27,NAC - MASTER - ANALITICA WEB,28.0,1.0,6.01,6.01
2016-11-27,NAC - MASTER - MARKETING ONLINE,28.0,1.0,7.18,7.18
2016-11-28,0 - MARCA,89.0,29.0,8.87,0.3058620689655172
2016-11-28,0 - MARCA BCN,6.0,2.0,0.53,0.265
2016-11-28,Competencia,178.0,2.0,16.8,8.4
2016-11-28,MAD - MASTER - ANALITICA WEB,29.0,3.0,38.12,12.706666666666665
2016-11-28,MAD - MASTER - MARKETING ONLINE,34.0,5.0,58.78,11.756
2016-11-28,NAC - MASTER - ANALITICA WEB,28.0,0.0,0.0,0.0
2016-11-28,NAC - MASTER - MARKETING ONLINE,44.0,0.0,0.0,0.0
2016-11-29,0 - MARCA,92.0,35.0,18.77,0.5362857142857144
2016-11-29,0 - MARCA BCN,12.0,4.0,2.54,0.635
2016-11-29,Competencia,468.0,5.0,11.85,2.37
2016-11-29,MAD - MASTER - ANALITICA WEB,52.0,5.0,34.77,6.954
2016-11-29,MAD - MASTER - MARKETING ONLINE,77.0,4.0,38.16,9.54
2016-11-29,NAC - MASTER - ANALITICA WEB,27.0,3.0,9.6,3.2
2016-11-29,NAC - MASTER - MARKETING ONLINE,23.0,1.0,7.02,7.02
2016-11-30,0 - MARCA,104.0,36.0,15.38,0.4272222222222222
2016-11-30,0 - MARCA BCN,15.0,4.0,0.49,0.1225
2016-11-30,Competencia,1093.0,7.0,11.02,1.5742857142857143
2016-11-30,MAD - MASTER - ANALITICA WEB,61.0,4.0,37.77,9.4425
2016-11-30,MAD - MASTER - MARKETING ONLINE,51.0,1.0,6.9,6.9
2016-11-30,NAC - MASTER - ANALITICA WEB,25.0,0.0,0.0,0.0
2016-11-30,NAC - MASTER - MARKETING ONLINE,23.0,0.0,0.0,0.0
2016-12-01,0 - MARCA,94.0,34.0,8.82,0.25941176470588234
2016-12-01,0 - MARCA BCN,10.0,2.0,2.83,1.415
2016-12-01,Competencia,1184.0,10.0,23.78,2.378
2016-12-01,MAD - MASTER - ANALITICA WEB,8.0,2.0,8.24,4.12
2016-12-01,MAD - MASTER - MARKETING ONLINE,17.0,1.0,12.0,12.0
2016-12-01,NAC - MASTER - ANALITICA WEB,15.0,0.0,0.0,0.0
2016-12-01,NAC - MASTER - MARKETING ONLINE,15.0,0.0,0.0,0.0
2016-12-02,0 - MARCA,74.0,22.0,7.51,0.34136363636363637
2016-12-02,0 - MARCA BCN,9.0,2.0,0.8,0.4
2016-12-02,Competencia,920.0,7.0,23.94,3.42
2016-12-02,MAD - MASTER - ANALITICA WEB,2.0,1.0,8.75,8.75
2016-12-02,MAD - MASTER - MARKETING ONLINE,17.0,0.0,0.0,0.0
2016-12-02,NAC - MASTER - MARKETING ONLINE,24.0,1.0,6.47,6.47
2016-12-03,0 - MARCA,47.0,11.0,5.72,0.52
2016-12-03,0 - MARCA BCN,6.0,3.0,5.05,1.6833333333333333
2016-12-03,Competencia,843.0,6.0,19.62,3.27
2016-12-03,MAD - MASTER - ANALITICA WEB,15.0,1.0,4.66,4.66
2016-12-03,MAD - MASTER - MARKETING ONLINE,13.0,1.0,6.73,6.73
2016-12-03,NAC - MASTER - ANALITICA WEB,22.0,0.0,0.0,0.0
2016-12-03,NAC - MASTER - MARKETING ONLINE,12.0,1.0,4.14,4.14
2016-12-04,0 - MARCA,20.0,8.0,4.63,0.57875
2016-12-04,0 - MARCA BCN,6.0,2.0,0.05,0.025
2016-12-04,Competencia,1007.0,9.0,20.6,2.288888888888889
2016-12-04,MAD - MASTER - ANALITICA WEB,33.0,0.0,0.0,0.0
2016-12-04,MAD - MASTER - MARKETING ONLINE,19.0,0.0,0.0,0.0
2016-12-04,NAC - MASTER - ANALITICA WEB,33.0,0.0,0.0,0.0
2016-12-04,NAC - MASTER - MARKETING ONLINE,23.0,0.0,0.0,0.0
2016-12-05,0 - MARCA,66.0,24.0,10.21,0.42541666666666667
2016-12-05,0 - MARCA BCN,6.0,2.0,0.26,0.13
2016-12-05,Competencia,575.0,3.0,21.32,7.106666666666667
2016-12-05,MAD - MASTER - ANALITICA WEB,35.0,1.0,2.33,2.33
2016-12-05,MAD - MASTER - MARKETING ONLINE,5.0,1.0,11.95,11.95
2016-12-05,NAC - MASTER - ANALITICA WEB,22.0,2.0,6.43,3.215
2016-12-05,NAC - MASTER - MARKETING ONLINE,5.0,0.0,0.0,0.0
2016-12-06,0 - MARCA,48.0,8.0,2.09,0.26125
2016-12-06,0 - MARCA BCN,3.0,0.0,0.0,0.0
2016-12-06,Competencia,1130.0,8.0,23.64,2.955
2016-12-06,MAD - MASTER - ANALITICA WEB,15.0,2.0,2.72,1.36
2016-12-06,MAD - MASTER - MARKETING ONLINE,30.0,0.0,0.0,0.0
2016-12-06,NAC - MASTER - ANALITICA WEB,6.0,1.0,8.47,8.47
2016-12-06,NAC - MASTER - MARKETING ONLINE,34.0,1.0,5.29,5.29
2016-12-07,0 - MARCA,66.0,17.0,13.94,0.82
2016-12-07,0 - MARCA BCN,8.0,2.0,0.36,0.18
2016-12-07,Competencia,783.0,7.0,21.36,3.051428571428571
2016-12-07,MAD - MASTER - ANALITICA WEB,32.0,1.0,5.61,5.61
2016-12-07,MAD - MASTER - MARKETING ONLINE,10.0,1.0,11.95,11.95
2016-12-07,NAC - MASTER - ANALITICA WEB,39.0,0.0,0.0,0.0
2016-12-07,NAC - MASTER - MARKETING ONLINE,4.0,0.0,0.0,0.0
2016-12-08,0 - MARCA,34.0,9.0,2.43,0.27
2016-12-08,0 - MARCA BCN,4.0,0.0,0.0,0.0
2016-12-08,Competencia,112.0,3.0,22.95,7.65
2016-12-08,MAD - MASTER - ANALITICA WEB,28.0,0.0,0.0,0.0
2016-12-08,MAD - MASTER - MARKETING ONLINE,6.0,1.0,11.55,11.55
2016-12-08,NAC - MASTER - ANALITICA WEB,21.0,0.0,0.0,0.0
2016-12-08,NAC - MASTER - MARKETING ONLINE,1.0,0.0,0.0,0.0
2016-12-09,0 - MARCA,49.0,16.0,9.38,0.58625
2016-12-09,0 - MARCA BCN,13.0,3.0,5.51,1.8366666666666667
2016-12-09,Competencia,713.0,3.0,23.54,7.846666666666667
2016-12-09,MAD - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-09,MAD - MASTER - ANALITICA WEB,15.0,0.0,0.0,0.0
2016-12-09,MAD - MASTER - MARKETING ONLINE,18.0,1.0,7.71,7.71
2016-12-09,NAC - CURSO INT - CRO IGNITE,3.0,0.0,0.0,0.0
2016-12-09,NAC - MASTER - ANALITICA WEB,4.0,2.0,14.12,7.06
2016-12-09,NAC - MASTER - MARKETING ONLINE,15.0,0.0,0.0,0.0
2016-12-10,0 - MARCA,12.0,6.0,12.27,2.045
2016-12-10,0 - MARCA BCN,2.0,3.0,0.64,0.21333333333333335
2016-12-10,Competencia,430.0,7.0,15.2,2.1714285714285713
2016-12-10,MAD - MASTER - ANALITICA WEB,7.0,0.0,0.0,0.0
2016-12-10,MAD - MASTER - MARKETING ONLINE,35.0,1.0,7.22,7.22
2016-12-10,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-10,NAC - MASTER - ANALITICA WEB,28.0,1.0,5.69,5.69
2016-12-10,NAC - MASTER - MARKETING ONLINE,15.0,0.0,0.0,0.0
2016-12-11,0 - MARCA,29.0,7.0,1.87,0.2671428571428572
2016-12-11,Competencia,764.0,4.0,20.84,5.21
2016-12-11,MAD - CURSO INT - CRO IGNITE,5.0,0.0,0.0,0.0
2016-12-11,MAD - MASTER - ANALITICA WEB,4.0,1.0,8.89,8.89
2016-12-11,MAD - MASTER - MARKETING ONLINE,14.0,0.0,0.0,0.0
2016-12-11,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-11,NAC - MASTER - ANALITICA WEB,7.0,0.0,0.0,0.0
2016-12-11,NAC - MASTER - MARKETING ONLINE,17.0,1.0,10.08,10.08
2016-12-12,0 - MARCA,76.0,13.0,7.48,0.5753846153846154
2016-12-12,0 - MARCA BCN,8.0,0.0,0.0,0.0
2016-12-12,BCN - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-12,Competencia,796.0,6.0,22.05,3.675
2016-12-12,MAD - CURSO INT - CRO IGNITE,4.0,0.0,0.0,0.0
2016-12-12,MAD - MASTER - ANALITICA WEB,24.0,0.0,0.0,0.0
2016-12-12,MAD - MASTER - MARKETING ONLINE,11.0,0.0,0.0,0.0
2016-12-12,NAC - CURSO INT - CRO IGNITE,4.0,1.0,0.32,0.32
2016-12-12,NAC - MASTER - ANALITICA WEB,28.0,2.0,8.5,4.25
2016-12-12,NAC - MASTER - MARKETING ONLINE,5.0,2.0,11.76,5.88
2016-12-13,0 - MARCA,74.0,24.0,9.28,0.38666666666666666
2016-12-13,0 - MARCA BCN,6.0,2.0,0.31,0.155
2016-12-13,Competencia,1151.0,8.0,23.38,2.9225
2016-12-13,MAD - CURSO INT - CRO IGNITE,1.0,1.0,0.26,0.26
2016-12-13,MAD - MASTER - ANALITICA WEB,38.0,3.0,8.59,2.8633333333333333
2016-12-13,MAD - MASTER - MARKETING ONLINE,30.0,1.0,11.83,11.83
2016-12-13,NAC - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-13,NAC - MASTER - ANALITICA WEB,27.0,2.0,0.28,0.14
2016-12-13,NAC - MASTER - MARKETING ONLINE,10.0,0.0,0.0,0.0
2016-12-14,0 - MARCA,94.0,18.0,8.57,0.47611111111111115
2016-12-14,0 - MARCA BCN,12.0,1.0,1.18,1.18
2016-12-14,BCN - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-14,Competencia,1145.0,9.0,20.97,2.33
2016-12-14,MAD - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-14,MAD - MASTER - ANALITICA WEB,9.0,1.0,5.45,5.45
2016-12-14,MAD - MASTER - MARKETING ONLINE,4.0,0.0,0.0,0.0
2016-12-14,NAC - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-14,NAC - MASTER - ANALITICA WEB,3.0,1.0,3.55,3.55
2016-12-14,NAC - MASTER - MARKETING ONLINE,2.0,1.0,10.74,10.74
2016-12-15,0 - MARCA,82.0,19.0,9.45,0.49736842105263157
2016-12-15,0 - MARCA BCN,12.0,2.0,3.04,1.52
2016-12-15,BCN - CURSO INT - CRO IGNITE,8.0,3.0,2.23,0.7433333333333334
2016-12-15,Competencia,826.0,6.0,23.92,3.9866666666666664
2016-12-15,MAD - CURSO INT - CRO IGNITE,3.0,0.0,0.0,0.0
2016-12-15,MAD - MASTER - ANALITICA WEB,11.0,1.0,3.26,3.26
2016-12-15,MAD - MASTER - MARKETING ONLINE,1.0,1.0,12.0,12.0
2016-12-15,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-15,NAC - MASTER - ANALITICA WEB,7.0,1.0,5.68,5.68
2016-12-15,NAC - MASTER - MARKETING ONLINE,2.0,0.0,0.0,0.0
2016-12-16,0 - MARCA,68.0,20.0,8.47,0.4235
2016-12-16,0 - MARCA BCN,12.0,2.0,1.47,0.735
2016-12-16,Competencia,982.0,8.0,27.64,3.455
2016-12-16,MAD - MASTER - ANALITICA WEB,19.0,1.0,8.69,8.69
2016-12-16,MAD - MASTER - MARKETING ONLINE,17.0,1.0,10.58,10.58
2016-12-16,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-16,NAC - MASTER - ANALITICA WEB,7.0,0.0,0.0,0.0
2016-12-16,NAC - MASTER - MARKETING ONLINE,6.0,0.0,0.0,0.0
2016-12-17,0 - MARCA,38.0,6.0,5.21,0.8683333333333334
2016-12-17,0 - MARCA BCN,5.0,1.0,0.32,0.32
2016-12-17,Competencia,489.0,5.0,24.86,4.972
2016-12-17,MAD - CURSO INT - CRO IGNITE,3.0,0.0,0.0,0.0
2016-12-17,MAD - MASTER - ANALITICA WEB,14.0,1.0,7.29,7.29
2016-12-17,MAD - MASTER - MARKETING ONLINE,18.0,0.0,0.0,0.0
2016-12-17,NAC - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-17,NAC - MASTER - ANALITICA WEB,15.0,1.0,1.38,1.38
2016-12-17,NAC - MASTER - MARKETING ONLINE,5.0,1.0,12.0,12.0
2016-12-18,0 - MARCA,30.0,15.0,7.08,0.472
2016-12-18,0 - MARCA BCN,3.0,4.0,0.53,0.1325
2016-12-18,Competencia,1550.0,6.0,23.78,3.9633333333333334
2016-12-18,MAD - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-18,MAD - MASTER - ANALITICA WEB,2.0,1.0,8.77,8.77
2016-12-18,MAD - MASTER - MARKETING ONLINE,17.0,1.0,11.76,11.76
2016-12-18,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-18,NAC - MASTER - MARKETING ONLINE,6.0,0.0,0.0,0.0
2016-12-19,0 - MARCA,73.0,25.0,7.67,0.3068
2016-12-19,0 - MARCA BCN,6.0,3.0,1.13,0.3766666666666667
2016-12-19,BCN - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-19,Competencia,509.0,5.0,22.93,4.586
2016-12-19,MAD - MASTER - ANALITICA WEB,2.0,0.0,0.0,0.0
2016-12-19,MAD - MASTER - MARKETING ONLINE,27.0,1.0,11.57,11.57
2016-12-19,NAC - CURSO INT - CRO IGNITE,5.0,0.0,0.0,0.0
2016-12-19,NAC - MASTER - ANALITICA WEB,6.0,3.0,12.36,4.12
2016-12-19,NAC - MASTER - MARKETING ONLINE,18.0,0.0,0.0,0.0
2016-12-20,0 - MARCA,94.0,22.0,11.37,0.5168181818181818
2016-12-20,0 - MARCA BCN,13.0,3.0,4.8,1.6
2016-12-20,BCN - CURSO INT - CRO IGNITE,3.0,0.0,0.0,0.0
2016-12-20,Competencia,412.0,5.0,18.76,3.752
2016-12-20,MAD - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-20,MAD - MASTER - ANALITICA WEB,16.0,1.0,8.43,8.43
2016-12-20,MAD - MASTER - MARKETING ONLINE,1.0,1.0,11.83,11.83
2016-12-20,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-20,NAC - MASTER - ANALITICA WEB,1.0,0.0,0.0,0.0
2016-12-21,0 - MARCA,82.0,20.0,7.72,0.386
2016-12-21,0 - MARCA BCN,8.0,2.0,0.56,0.28
2016-12-21,Competencia,652.0,6.0,17.73,2.955
2016-12-21,MAD - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-21,MAD - MASTER - ANALITICA WEB,26.0,1.0,7.96,7.96
2016-12-21,MAD - MASTER - MARKETING ONLINE,24.0,1.0,11.73,11.73
2016-12-21,NAC - CURSO INT - CRO IGNITE,4.0,0.0,0.0,0.0
2016-12-21,NAC - MASTER - ANALITICA WEB,9.0,0.0,0.0,0.0
2016-12-21,NAC - MASTER - MARKETING ONLINE,15.0,0.0,0.0,0.0
2016-12-22,0 - MARCA,88.0,22.0,12.7,0.5772727272727273
2016-12-22,0 - MARCA BCN,3.0,1.0,1.69,1.69
2016-12-22,Competencia,172.0,6.0,18.53,3.0883333333333334
2016-12-22,MAD - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-22,MAD - MASTER - ANALITICA WEB,32.0,0.0,0.0,0.0
2016-12-22,MAD - MASTER - MARKETING ONLINE,11.0,0.0,0.0,0.0
2016-12-22,NAC - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-22,NAC - MASTER - ANALITICA WEB,18.0,1.0,8.98,8.98
2016-12-22,NAC - MASTER - MARKETING ONLINE,11.0,1.0,11.5,11.5
2016-12-23,0 - MARCA,47.0,12.0,5.49,0.4575
2016-12-23,0 - MARCA BCN,5.0,2.0,1.31,0.655
2016-12-23,BCN - CURSO INT - CRO IGNITE,4.0,1.0,0.21,0.21
2016-12-23,Competencia,344.0,6.0,20.27,3.3783333333333334
2016-12-23,MAD - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-23,MAD - MASTER - ANALITICA WEB,7.0,1.0,8.03,8.03
2016-12-23,MAD - MASTER - MARKETING ONLINE,6.0,1.0,8.96,8.96
2016-12-23,NAC - MASTER - ANALITICA WEB,2.0,0.0,0.0,0.0
2016-12-23,NAC - MASTER - MARKETING ONLINE,1.0,0.0,0.0,0.0
2016-12-24,0 - MARCA,19.0,4.0,1.31,0.3275
2016-12-24,0 - MARCA BCN,1.0,0.0,0.0,0.0
2016-12-24,BCN - CURSO INT - CRO IGNITE,2.0,0.0,0.0,0.0
2016-12-24,Competencia,917.0,5.0,14.3,2.86
2016-12-24,MAD - CURSO INT - CRO IGNITE,1.0,0.0,0.0,0.0
2016-12-24,MAD - MASTER - ANALITICA WEB,6.0,0.0,0.0,0.0
2016-12-24,MAD - MASTER - MARKETING ONLINE,7.0,0.0,0.0,0.0
2016-12-24,NAC - MASTER - ANALITICA WEB,5.0,1.0,2.62,2.62
2016-12-24,NAC - MASTER - MARKETING ONLINE,20.0,0.0,0.0,0.0
2016-12-25,0 - MARCA,13.0,3.0,1.46,0.4866666666666667
2016-12-25,0 - MARCA BCN,1.0,0.0,0.0,0.0
2016-12-25,BCN - CURSO INT - CRO IGNITE,3.0,0.0,0.0,0.0
2016-12-25,Competencia,532.0,4.0,15.1,3.775
2016-12-25,MAD - MASTER - MARKETING ONLINE,3.0,1.0,9.97,9.97
2016-12-25,NAC - MASTER - ANALITICA WEB,2.0,1.0,8.26,8.26
2016-12-25,NAC - MASTER - MARKETING ONLINE,6.0,0.0,0.0,0.0
2016-12-26,0 - MARCA,26.0,8.0,3.59,0.44875
2016-12-26,0 - MARCA BCN,1.0,0.0,0.0,0.0
2016-12-26,Competencia,396.0,5.0,19.3,3.86
